slug,path,era,created,shipped_or_last,shipped_flag,status_word,hours,bytes,lines,groups,tasks,files,merges,commits,all_commits,active_hours,work_sessions,mention_commits,pr_merges,pr_files,pr_insertions,pr_deletions,pr_branch_commits,pr_branch_hours,pr_active_hours
stable-release-security-gate,.genie/wishes/archive/stable-release-security-gate/WISH.md,v5,2026-07-11T09:36:09-03:00,2026-07-27T12:38:58-03:00,shipped,DONE,387.05,21063,165,4,17,10,1,13,12,5.2,10,3,1,17,1361,98,5,0.5,0.9
routing-delivery-fix,.genie/wishes/archive/routing-delivery-fix/WISH.md,v5,2026-07-12T15:16:11-03:00,2026-07-21T18:34:35-03:00,shipped,DONE,219.31,28523,418,6,18,18,1,8,7,3.3,6,1,1,7,4387,162,2,45.3,0.8
codex-plugin-update-handoff,.genie/wishes/archive/codex-plugin-update-handoff/WISH.md,v5,2026-07-12T16:16:07-03:00,2026-07-21T23:33:58-03:00,shipped,EXECUTED,223.3,85642,1158,12,71,24,2,15,15,7.7,7,3,1,43,11421,826,37,224.4,8.2
hermes-homogeneous-integration,.genie/wishes/archive/hermes-homogeneous-integration/WISH.md,v5,2026-07-12T22:23:57-03:00,2026-07-13T06:00:07-03:00,shipped,SHIPPED,7.6,33517,407,12,23,31,2,13,19,5.1,4,4,1,39,3885,222,35,12.5,5.2
genie-ui,.genie/wishes/archive/genie-ui/WISH.md,v5,2026-07-21T04:29:58-03:00,2026-07-27T01:16:49-03:00,shipped,DONE,140.78,38187,350,4,38,29,6,11,39,13.1,10,34,5,111,8353,5009,29,9.6,8.5
omni-branch-drift-sync,.genie/wishes/archive/omni-branch-drift-sync/WISH.md,v5,2026-07-21T13:37:23-03:00,2026-07-21T13:37:23-03:00,shipped,COMPLETE,0.0,15767,241,4,14,9,0,6,4,3.1,3,0,0,0,0,0,0,0.0,0.0
boards-first-class,.genie/wishes/archive/boards-first-class/WISH.md,v5,2026-07-21T15:14:32-03:00,2026-07-21T17:19:37-03:00,shipped,EXECUTED,2.08,21644,294,3,30,6,2,7,11,4.7,3,8,1,41,6548,122,15,4.2,4.6
genie-ui-bridge,.genie/wishes/archive/genie-ui-bridge/WISH.md,v5,2026-07-21T16:02:47-03:00,2026-07-21T19:29:31-03:00,shipped,SHIPPED,3.45,19143,225,3,16,9,1,8,7,3.5,5,3,1,18,2522,152,4,1.0,1.5
genie-ui-dash,.genie/wishes/genie-ui-dash/WISH.md,v5,2026-07-21T16:02:47-03:00,2026-08-25T15:10:18-03:00,unshipped,IN_PROGRESS,839.13,37986,387,6,27,19,1,4,6,2.6,3,4,1,4,99,3,1,0.1,0.5
codex-plugin-dogfood-remediation,.genie/wishes/codex-plugin-dogfood-remediation/WISH.md,v5,2026-07-22T03:23:35-03:00,2026-08-25T15:10:18-03:00,unshipped,IN_PROGRESS,827.78,67813,934,8,67,12,1,4,6,3.2,4,3,1,1,865,0,1,0.1,0.5
live-dev-loop,.genie/wishes/live-dev-loop/WISH.md,v5,2026-07-22T12:27:05-03:00,2026-08-25T15:10:18-03:00,unshipped,IN_PROGRESS,818.72,28972,269,4,19,13,1,2,3,1.1,2,2,1,4,410,0,1,0.1,0.5
khal-rebrand,.genie/wishes/khal-rebrand/WISH.md,v5,2026-07-23T00:48:04-03:00,2026-08-25T15:10:18-03:00,unshipped,APPROVED,806.37,40622,372,6,37,26,1,2,3,1.0,2,2,1,2,372,0,1,0.0,0.5
khal-native-theme,.genie/wishes/khal-native-theme/WISH.md,v5,2026-07-23T14:20:35-03:00,2026-07-23T14:33:21-03:00,unshipped,APPROVED,0.21,23713,319,6,30,16,0,2,2,0.7,1,1,0,0,0,0,0,0.0,0.0
release-ops-hardening,.genie/wishes/release-ops-hardening/WISH.md,v5,2026-07-26T20:46:18-03:00,2026-07-27T01:16:49-03:00,unshipped,DRAFT,4.51,6282,90,0,12,6,0,2,2,1.0,2,1,0,0,0,0,0,0.0,0.0
worktree-isolation-hardening,.genie/wishes/archive/worktree-isolation-hardening/WISH.md,v5,2026-07-27T13:30:23-03:00,2026-07-27T16:05:37-03:00,shipped,EXECUTED,2.59,21736,218,3,24,21,3,12,13,5.0,3,9,3,22,1181,33,9,0.8,2.8
proportional-validation-policy,.genie/wishes/archive/proportional-validation-policy/WISH.md,v5,2026-07-28T18:21:22+08:00,2026-08-25T09:21:09-03:00,shipped,SHIPPED,674.0,9992,203,3,11,6,0,6,5,1.5,3,4,0,0,0,0,0,0.0,0.0
genie-official-roadmap,.genie/wishes/archive/genie-official-roadmap/WISH.md,v5,2026-07-28T19:59:53-03:00,2026-08-25T15:10:18-03:00,shipped,SHIPPED,667.17,19988,217,3,21,20,0,7,6,2.9,4,4,0,0,0,0,0,0.0,0.0
roadmap-single-source,.genie/wishes/roadmap-single-source/WISH.md,v5,2026-07-29T00:48:57-03:00,2026-07-29T00:48:57-03:00,unshipped,APPROVED,0.0,24994,253,3,22,29,0,1,1,0.5,1,1,0,0,0,0,0,0.0,0.0
lifecycle-lease-busy-grace,.genie/wishes/archive/lifecycle-lease-busy-grace/WISH.md,v5,2026-08-02T22:30:09-03:00,2026-08-02T23:45:15-03:00,shipped,SHIPPED,1.25,31586,256,4,21,12,1,6,6,2.3,2,3,1,10,1184,34,2,0.4,0.7
roadmap-truth,.genie/wishes/roadmap-truth/WISH.md,v5,2026-08-06T19:10:24-03:00,2026-08-06T19:10:24-03:00,shipped,DONE,0.0,64192,1057,7,47,54,3,6,8,5.2,4,7,2,23,2858,43,7,17.4,4.0
remotty-board-asks,.genie/wishes/archive/remotty-board-asks/WISH.md,v5,2026-08-07T14:12:34-03:00,2026-08-25T09:21:09-03:00,shipped,SHIPPED,427.14,35799,305,4,28,10,2,4,15,2.4,3,14,1,14,1900,59,7,3.0,3.4
harness-audit-landing,.genie/wishes/archive/harness-audit-landing/WISH.md,v5,2026-08-07T15:02:46-03:00,2026-08-25T09:21:09-03:00,shipped,SHIPPED,426.31,25000,236,3,25,3,1,3,4,2.2,2,3,1,21,1350,564,11,20.3,4.1
lane-sync-followups,.genie/wishes/lane-sync-followups/WISH.md,v5,2026-08-10T16:44:31-03:00,2026-08-10T18:19:25-03:00,unshipped,IN_PROGRESS,1.58,33083,374,9,22,14,1,3,5,2.5,1,5,1,15,853,138,4,0.4,0.5
cross-agent-delegate,.genie/wishes/archive/cross-agent-delegate/WISH.md,v5,2026-08-10T21:37:38-03:00,2026-08-25T09:21:09-03:00,shipped,SHIPPED,347.73,25228,271,4,22,13,1,7,7,4.5,4,4,1,16,1542,60,8,14.4,2.7
delegate-bridge,.genie/wishes/delegate-bridge/WISH.md,v5,2026-08-12T13:56:21-03:00,2026-08-25T15:10:18-03:00,unshipped,APPROVED,313.23,25814,325,7,28,17,1,4,5,2.6,3,4,1,7,475,5,3,28.1,0.7
mcp-write-tools,.genie/wishes/archive/mcp-write-tools/WISH.md,v5,2026-08-13T10:45:33-03:00,2026-08-25T09:21:09-03:00,shipped,SHIPPED,286.59,48649,320,8,32,17,1,7,7,3.0,3,3,1,29,3960,204,21,53.3,6.5
absorb-lirazsiri-prs,.genie/wishes/absorb-lirazsiri-prs/WISH.md,v5,2026-08-26T17:32:59-03:00,2026-08-26T17:32:59-03:00,unshipped,APPROVED,0.0,18865,244,4,19,16,0,1,1,0.5,1,0,0,0,0,0,0,0.0,0.0
genie-dual-mode-orca-plugin,.genie/wishes/genie-dual-mode-orca-plugin/WISH.md,v5,2026-08-29T18:44:44+00:00,2026-08-30T18:09:00+00:00,unshipped,IN_PROGRESS,23.4,30155,477,8,33,13,0,10,10,2.7,3,0,0,0,0,0,0,0.0,0.0
skills-everywhere,.genie/wishes/skills-everywhere/WISH.md,v5,2026-08-30T14:02:55-03:00,2026-08-31T13:16:21-03:00,shipped,SHIPPED,23.22,55555,442,23,27,52,16,8,34,14.7,3,30,4,400,15988,84273,75,8.1,14.100000000000001
skills-everywhere-c,.genie/wishes/skills-everywhere-c/WISH.md,v5,2026-08-31T13:16:21-03:00,2026-09-01T04:27:28+00:00,shipped,SHIPPED,12.19,75058,484,7,45,101,5,6,11,2.4,2,7,1,20,713,250,21,1.8,2.3
skills-everywhere-b,.genie/wishes/skills-everywhere-b/WISH.md,v5,2026-08-31T13:16:21-03:00,2026-09-01T02:26:08+00:00,shipped,SHIPPED,10.16,154553,774,19,64,280,9,13,26,10.7,1,16,1,346,7071,82656,50,8.1,8.6
dsh-genie-board,.genie/wishes/dsh-genie-board/WISH.md,v5,2026-09-03T13:31:53+00:00,2026-09-15T19:49:05-03:00,unshipped,IN_PROGRESS,297.29,43243,430,7,21,26,0,11,13,6.4,5,2,0,0,0,0,0,0.0,0.0
workflows-catalog,.genie/wishes/workflows-catalog/WISH.md,v5,2026-09-15T16:06:33-03:00,2026-09-15T17:56:31-03:00,unshipped,APPROVED,1.83,21077,204,2,13,23,2,5,11,7.6,2,2,1,101,7714,1046,19,4.0,4.5
dsh-workflow-fork,.genie/wishes/dsh-workflow-fork/WISH.md,v5,2026-09-15T16:06:33-03:00,2026-09-15T16:16:22-03:00,unshipped,FIX-FIRST,0.16,31836,310,5,23,44,0,2,2,0.7,1,0,0,0,0,0,0,0.0,0.0
